uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,45
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,40
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",M,1
MA,PNEUMONIA,DOMICILIO,"90 - 99",F,26
MA,PNEUMONIA,DOMICILIO,"90 - 99",M,28
MA,PNEUMONIA,HOSPITAL,"90 - 99",F,87
MA,PNEUMONIA,HOSPITAL,"90 - 99",M,75
MA,PNEUMONIA,IGNORADO,"90 - 99",F,1
MA,PNEUMONIA,IGNORADO,"90 - 99",M,1
MA,PNEUMONIA,OUTRO,"90 - 99",F,3
MA,PNEUMONIA,OUTRO,"90 - 99",M,1
MA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
MA,SEPTICEMIA,DOMICILIO,"90 - 99",F,9
MA,SEPTICEMIA,DOMICILIO,"90 - 99",M,14
MA,SEPTICEMIA,HOSPITAL,"90 - 99",F,32
MA,SEPTICEMIA,HOSPITAL,"90 - 99",M,25
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
MA,SRAG,DOMICILIO,"90 - 99",F,2
MA,SRAG,DOMICILIO,"90 - 99",M,1
MA,SRAG,HOSPITAL,"90 - 99",F,23
MA,SRAG,HOSPITAL,"90 - 99",M,25
MA,SRAG,OUTRO,"90 - 99",F,1
MA,SRAG,OUTRO,"90 - 99",M,1
MA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
MG,OUTRAS,DOMICILIO,"90 - 99",F,1751
MG,OUTRAS,DOMICILIO,"90 - 99",M,971
MG,OUTRAS,HOSPITAL,"90 - 99",F,1440
MG,OUTRAS,HOSPITAL,"90 - 99",M,910
MG,OUTRAS,IGNORADO,"90 - 99",F,70
MG,OUTRAS,IGNORADO,"90 - 99",M,48
MG,OUTRAS,OUTRO,"90 - 99",F,79
MG,OUTRAS,OUTRO,"90 - 99",M,45
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,203
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,108
MG,OUTRAS,VIA_PUBLICA,"90 - 99",F,13
MG,OUTRAS,VIA_PUBLICA,"90 - 99",M,11
MG,COVID,DOMICILIO,"90 - 99",F,30
MG,COVID,DOMICILIO,"90 - 99",M,17
MG,COVID,HOSPITAL,"90 - 99",F,363
MG,COVID,HOSPITAL,"90 - 99",M,279
MG,COVID,IGNORADO,"90 - 99",F,9
MG,COVID,IGNORADO,"90 - 99",M,9
MG,COVID,OUTRO,"90 - 99",F,9
MG,COVID,OUTRO,"90 - 99",M,3
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,29
MG,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,24
MG,INDETERMINADA,DOMICILIO,"90 - 99",F,57
MG,INDETERMINADA,DOMICILIO,"90 - 99",M,47
MG,INDETERMINADA,HOSPITAL,"90 - 99",F,26
MG,INDETERMINADA,HOSPITAL,"90 - 99",M,12
MG,INDETERMINADA,IGNORADO,"90 - 99",F,5
MG,INDETERMINADA,IGNORADO,"90 - 99",M,3
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,153
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,114
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,324
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,245
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,12
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,2
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,9
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,4
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,32
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,25
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",F,1
MG,PNEUMONIA,DOMICILIO,"90 - 99",F,172
MG,PNEUMONIA,DOMICILIO,"90 - 99",M,122
MG,PNEUMONIA,HOSPITAL,"90 - 99",F,1274
MG,PNEUMONIA,HOSPITAL,"90 - 99",M,912
MG,PNEUMONIA,IGNORADO,"90 - 99",F,26
MG,PNEUMONIA,IGNORADO,"90 - 99",M,17
MG,PNEUMONIA,OUTRO,"90 - 99",F,15
MG,PNEUMONIA,OUTRO,"90 - 99",M,6
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,83
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,47
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
MG,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,2
MG,SEPTICEMIA,DOMICILIO,"90 - 99",F,73
MG,SEPTICEMIA,DOMICILIO,"90 - 99",M,44
MG,SEPTICEMIA,HOSPITAL,"90 - 99",F,860
MG,SEPTICEMIA,HOSPITAL,"90 - 99",M,413
MG,SEPTICEMIA,IGNORADO,"90 - 99",F,15
MG,SEPTICEMIA,IGNORADO,"90 - 99",M,14
MG,SEPTICEMIA,OUTRO,"90 - 99",F,5
MG,SEPTICEMIA,OUTRO,"90 - 99",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,62
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,33
MG,SRAG,DOMICILIO,"90 - 99",F,9
MG,SRAG,DOMICILIO,"90 - 99",M,9
MG,SRAG,HOSPITAL,"90 - 99",F,32
MG,SRAG,HOSPITAL,"90 - 99",M,24
MG,SRAG,OUTRO,"90 - 99",F,3
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
MG,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
MS,OUTRAS,DOMICILIO,"90 - 99",F,145
MS,OUTRAS,DOMICILIO,"90 - 99",M,114
MS,OUTRAS,HOSPITAL,"90 - 99",F,153
MS,OUTRAS,HOSPITAL,"90 - 99",M,116
MS,OUTRAS,OUTRO,"90 - 99",F,7
MS,OUTRAS,OUTRO,"90 - 99",M,8
MS,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
MS,OUTRAS,POSTO_SAUDE,"90 - 99",M,2
MS,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
MS,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
MS,COVID,DOMICILIO,"90 - 99",F,4
MS,COVID,HOSPITAL,"90 - 99",F,55
MS,COVID,HOSPITAL,"90 - 99",M,38
MS,COVID,OUTRO,"90 - 99",F,1
MS,INDETERMINADA,DOMICILIO,"90 - 99",F,1
MS,INDETERMINADA,DOMICILIO,"90 - 99",M,2
MS,INDETERMINADA,HOSPITAL,"90 - 99",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,16
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,11
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,30
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,19
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
MS,PNEUMONIA,DOMICILIO,"90 - 99",F,14
MS,PNEUMONIA,DOMICILIO,"90 - 99",M,11
MS,PNEUMONIA,HOSPITAL,"90 - 99",F,163
MS,PNEUMONIA,HOSPITAL,"90 - 99",M,137
MS,PNEUMONIA,OUTRO,"90 - 99",F,1
MS,PNEUMONIA,POSTO_SAUDE,"90 - 99",F,1
MS,PNEUMONIA,POSTO_SAUDE,"90 - 99",M,2
MS,SEPTICEMIA,DOMICILIO,"90 - 99",F,7
MS,SEPTICEMIA,DOMICILIO,"90 - 99",M,3
MS,SEPTICEMIA,HOSPITAL,"90 - 99",F,65
MS,SEPTICEMIA,HOSPITAL,"90 - 99",M,39
MS,SEPTICEMIA,POSTO_SAUDE,"90 - 99",F,2
MS,SRAG,HOSPITAL,"90 - 99",F,3
MS,SRAG,HOSPITAL,"90 - 99",M,1
MT,OUTRAS,DOMICILIO,"90 - 99",F,55
MT,OUTRAS,DOMICILIO,"90 - 99",M,51
MT,OUTRAS,HOSPITAL,"90 - 99",F,42
MT,OUTRAS,HOSPITAL,"90 - 99",M,47
MT,OUTRAS,IGNORADO,"90 - 99",F,180
MT,OUTRAS,IGNORADO,"90 - 99",M,134
MT,OUTRAS,OUTRO,"90 - 99",F,7
MT,OUTRAS,OUTRO,"90 - 99",M,5
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
MT,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
MT,COVID,DOMICILIO,"90 - 99",F,1
MT,COVID,DOMICILIO,"90 - 99",M,3
MT,COVID,HOSPITAL,"90 - 99",F,26
MT,COVID,HOSPITAL,"90 - 99",M,29
MT,COVID,IGNORADO,"90 - 99",F,17
MT,COVID,IGNORADO,"90 - 99",M,20
MT,COVID,OUTRO,"90 - 99",F,2
MT,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
MT,INDETERMINADA,DOMICILIO,"90 - 99",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,5
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,9
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,11
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,6
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MT,PNEUMONIA,DOMICILIO,"90 - 99",F,2
MT,PNEUMONIA,DOMICILIO,"90 - 99",M,6
MT,PNEUMONIA,HOSPITAL,"90 - 99",F,48
MT,PNEUMONIA,HOSPITAL,"90 - 99",M,28
MT,PNEUMONIA,IGNORADO,"90 - 99",F,15
MT,PNEUMONIA,IGNORADO,"90 - 99",M,15
MT,PNEUMONIA,OUTRO,"90 - 99",M,2
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
MT,SEPTICEMIA,DOMICILIO,"90 - 99",F,3
MT,SEPTICEMIA,DOMICILIO,"90 - 99",M,2
MT,SEPTICEMIA,HOSPITAL,"90 - 99",F,15
MT,SEPTICEMIA,HOSPITAL,"90 - 99",M,17
MT,SEPTICEMIA,IGNORADO,"90 - 99",F,13
MT,SEPTICEMIA,IGNORADO,"90 - 99",M,5
MT,SEPTICEMIA,OUTRO,"90 - 99",F,1
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
MT,SRAG,HOSPITAL,"90 - 99",F,1
MT,SRAG,HOSPITAL,"90 - 99",M,2
MT,SRAG,IGNORADO,"90 - 99",F,2
PA,OUTRAS,DOMICILIO,"90 - 99",F,284
PA,OUTRAS,DOMICILIO,"90 - 99",M,266
PA,OUTRAS,HOSPITAL,"90 - 99",F,94
PA,OUTRAS,HOSPITAL,"90 - 99",M,80
PA,OUTRAS,IGNORADO,"90 - 99",F,4
PA,OUTRAS,IGNORADO,"90 - 99",M,2
PA,OUTRAS,OUTRO,"90 - 99",F,11
PA,OUTRAS,OUTRO,"90 - 99",M,5
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PA,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
PA,OUTRAS,VIA_PUBLICA,"90 - 99",M,1
PA,COVID,DOMICILIO,"90 - 99",F,5
PA,COVID,DOMICILIO,"90 - 99",M,4
PA,COVID,HOSPITAL,"90 - 99",F,91
PA,COVID,HOSPITAL,"90 - 99",M,101
PA,COVID,OUTRO,"90 - 99",M,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PA,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
PA,COVID,VIA_PUBLICA,"90 - 99",F,1
PA,INDETERMINADA,DOMICILIO,"90 - 99",F,8
PA,INDETERMINADA,DOMICILIO,"90 - 99",M,7
PA,INDETERMINADA,HOSPITAL,"90 - 99",F,1
PA,INDETERMINADA,IGNORADO,"90 - 99",M,1
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,28
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,23
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,29
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,30
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PA,PNEUMONIA,DOMICILIO,"90 - 99",F,26
PA,PNEUMONIA,DOMICILIO,"90 - 99",M,12
PA,PNEUMONIA,HOSPITAL,"90 - 99",F,159
PA,PNEUMONIA,HOSPITAL,"90 - 99",M,101
PA,PNEUMONIA,OUTRO,"90 - 99",F,1
PA,PNEUMONIA,OUTRO,"90 - 99",M,4
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,8
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,12
PA,SEPTICEMIA,DOMICILIO,"90 - 99",F,10
PA,SEPTICEMIA,DOMICILIO,"90 - 99",M,4
PA,SEPTICEMIA,HOSPITAL,"90 - 99",F,63
PA,SEPTICEMIA,HOSPITAL,"90 - 99",M,29
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,5
PA,SRAG,DOMICILIO,"90 - 99",F,6
PA,SRAG,DOMICILIO,"90 - 99",M,7
PA,SRAG,HOSPITAL,"90 - 99",F,12
PA,SRAG,HOSPITAL,"90 - 99",M,10
PA,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
PB,OUTRAS,DOMICILIO,"90 - 99",F,553
PB,OUTRAS,DOMICILIO,"90 - 99",M,392
PB,OUTRAS,HOSPITAL,"90 - 99",F,178
PB,OUTRAS,HOSPITAL,"90 - 99",M,159
PB,OUTRAS,IGNORADO,"90 - 99",F,2
PB,OUTRAS,IGNORADO,"90 - 99",M,1
PB,OUTRAS,OUTRO,"90 - 99",F,15
PB,OUTRAS,OUTRO,"90 - 99",M,9
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,19
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,21
PB,OUTRAS,POSTO_SAUDE,"90 - 99",F,1
PB,OUTRAS,VIA_PUBLICA,"90 - 99",F,2
PB,COVID,DOMICILIO,"90 - 99",F,4
PB,COVID,DOMICILIO,"90 - 99",M,1
PB,COVID,HOSPITAL,"90 - 99",F,97
PB,COVID,HOSPITAL,"90 - 99",M,79
PB,COVID,OUTRO,"90 - 99",F,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,6
PB,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PB,COVID,POSTO_SAUDE,"90 - 99",M,1
PB,INDETERMINADA,DOMICILIO,"90 - 99",F,8
PB,INDETERMINADA,DOMICILIO,"90 - 99",M,3
PB,INDETERMINADA,HOSPITAL,"90 - 99",M,1
PB,INDETERMINADA,OUTRO,"90 - 99",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,56
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,39
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,54
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,36
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,5
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
PB,PNEUMONIA,DOMICILIO,"90 - 99",F,42
PB,PNEUMONIA,DOMICILIO,"90 - 99",M,49
PB,PNEUMONIA,HOSPITAL,"90 - 99",F,228
PB,PNEUMONIA,HOSPITAL,"90 - 99",M,134
PB,PNEUMONIA,OUTRO,"90 - 99",F,4
PB,PNEUMONIA,OUTRO,"90 - 99",M,4
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,16
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,10
PB,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,2
PB,PNEUMONIA,VIA_PUBLICA,"90 - 99",M,2
PB,SEPTICEMIA,DOMICILIO,"90 - 99",F,42
PB,SEPTICEMIA,DOMICILIO,"90 - 99",M,19
PB,SEPTICEMIA,HOSPITAL,"90 - 99",F,121
PB,SEPTICEMIA,HOSPITAL,"90 - 99",M,75
PB,SEPTICEMIA,IGNORADO,"90 - 99",F,1
PB,SEPTICEMIA,OUTRO,"90 - 99",F,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PB,SRAG,DOMICILIO,"90 - 99",F,3
PB,SRAG,DOMICILIO,"90 - 99",M,3
PB,SRAG,HOSPITAL,"90 - 99",F,13
PB,SRAG,HOSPITAL,"90 - 99",M,13
PB,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PE,OUTRAS,DOMICILIO,"90 - 99",F,916
PE,OUTRAS,DOMICILIO,"90 - 99",M,609
PE,OUTRAS,HOSPITAL,"90 - 99",F,509
PE,OUTRAS,HOSPITAL,"90 - 99",M,317
PE,OUTRAS,IGNORADO,"90 - 99",F,10
PE,OUTRAS,IGNORADO,"90 - 99",M,3
PE,OUTRAS,OUTRO,"90 - 99",F,26
PE,OUTRAS,OUTRO,"90 - 99",M,8
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,40
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,20
PE,OUTRAS,VIA_PUBLICA,"90 - 99",F,3
PE,OUTRAS,VIA_PUBLICA,"90 - 99",M,4
PE,COVID,DOMICILIO,"90 - 99",F,9
PE,COVID,DOMICILIO,"90 - 99",M,8
PE,COVID,HOSPITAL,"90 - 99",F,230
PE,COVID,HOSPITAL,"90 - 99",M,165
PE,COVID,IGNORADO,"90 - 99",F,1
PE,COVID,IGNORADO,"90 - 99",M,1
PE,COVID,OUTRO,"90 - 99",F,1
PE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PE,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
PE,INDETERMINADA,DOMICILIO,"90 - 99",F,22
PE,INDETERMINADA,DOMICILIO,"90 - 99",M,10
PE,INDETERMINADA,HOSPITAL,"90 - 99",F,5
PE,INDETERMINADA,HOSPITAL,"90 - 99",M,2
PE,INDETERMINADA,OUTRO,"90 - 99",F,1
PE,INDETERMINADA,OUTRO,"90 - 99",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,105
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,72
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,137
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,64
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"90 - 99",F,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PE,PNEUMONIA,DOMICILIO,"90 - 99",F,95
PE,PNEUMONIA,DOMICILIO,"90 - 99",M,66
PE,PNEUMONIA,HOSPITAL,"90 - 99",F,294
PE,PNEUMONIA,HOSPITAL,"90 - 99",M,185
PE,PNEUMONIA,IGNORADO,"90 - 99",F,3
PE,PNEUMONIA,IGNORADO,"90 - 99",M,1
PE,PNEUMONIA,OUTRO,"90 - 99",F,4
PE,PNEUMONIA,OUTRO,"90 - 99",M,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,7
PE,PNEUMONIA,VIA_PUBLICA,"90 - 99",F,1
PE,SEPTICEMIA,DOMICILIO,"90 - 99",F,82
PE,SEPTICEMIA,DOMICILIO,"90 - 99",M,59
PE,SEPTICEMIA,HOSPITAL,"90 - 99",F,518
PE,SEPTICEMIA,HOSPITAL,"90 - 99",M,262
PE,SEPTICEMIA,IGNORADO,"90 - 99",F,7
PE,SEPTICEMIA,OUTRO,"90 - 99",F,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,9
PE,SRAG,DOMICILIO,"90 - 99",F,19
PE,SRAG,DOMICILIO,"90 - 99",M,16
PE,SRAG,HOSPITAL,"90 - 99",F,153
PE,SRAG,HOSPITAL,"90 - 99",M,118
PE,SRAG,IGNORADO,"90 - 99",F,1
PE,SRAG,OUTRO,"90 - 99",M,2
PE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",F,10
PE,SRAG,OUTROS_SERVICOS_SAUDE,"90 - 99",M,6
PI,OUTRAS,DOMICILIO,"90 - 99",F,241
PI,OUTRAS,DOMICILIO,"90 - 99",M,206
PI,OUTRAS,HOSPITAL,"90 - 99",F,62
PI,OUTRAS,HOSPITAL,"90 - 99",M,59
PI,OUTRAS,IGNORADO,"90 - 99",M,1
PI,OUTRAS,OUTRO,"90 - 99",F,4
PI,OUTRAS,OUTRO,"90 - 99",M,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,2
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,2
PI,OUTRAS,VIA_PUBLICA,"90 - 99",F,1
PI,COVID,DOMICILIO,"90 - 99",F,1
PI,COVID,DOMICILIO,"90 - 99",M,6
PI,COVID,HOSPITAL,"90 - 99",F,38
PI,COVID,HOSPITAL,"90 - 99",M,45
PI,INDETERMINADA,DOMICILIO,"90 - 99",F,2
PI,INDETERMINADA,DOMICILIO,"90 - 99",M,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,57
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",M,31
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",F,22
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"90 - 99",M,23
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"90 - 99",M,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"90 - 99",F,1
PI,PNEUMONIA,DOMICILIO,"90 - 99",F,42
PI,PNEUMONIA,DOMICILIO,"90 - 99",M,25
PI,PNEUMONIA,HOSPITAL,"90 - 99",F,95
PI,PNEUMONIA,HOSPITAL,"90 - 99",M,75
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,1
PI,SEPTICEMIA,DOMICILIO,"90 - 99",F,10
PI,SEPTICEMIA,DOMICILIO,"90 - 99",M,7
PI,SEPTICEMIA,HOSPITAL,"90 - 99",F,33
PI,SEPTICEMIA,HOSPITAL,"90 - 99",M,20
PI,SRAG,DOMICILIO,"90 - 99",M,1
PI,SRAG,HOSPITAL,"90 - 99",F,2
PI,SRAG,HOSPITAL,"90 - 99",M,1
PR,OUTRAS,DOMICILIO,"90 - 99",F,835
PR,OUTRAS,DOMICILIO,"90 - 99",I,1
PR,OUTRAS,DOMICILIO,"90 - 99",M,590
PR,OUTRAS,HOSPITAL,"90 - 99",F,596
PR,OUTRAS,HOSPITAL,"90 - 99",M,338
PR,OUTRAS,IGNORADO,"90 - 99",M,1
PR,OUTRAS,OUTRO,"90 - 99",F,61
PR,OUTRAS,OUTRO,"90 - 99",M,32
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",F,44
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"90 - 99",M,32
PR,OUTRAS,POSTO_SAUDE,"90 - 99",F,2
PR,OUTRAS,POSTO_SAUDE,"90 - 99",M,1
PR,OUTRAS,VIA_PUBLICA,"90 - 99",F,3
PR,OUTRAS,VIA_PUBLICA,"90 - 99",M,3
PR,COVID,DOMICILIO,"90 - 99",F,8
PR,COVID,DOMICILIO,"90 - 99",M,11
PR,COVID,HOSPITAL,"90 - 99",F,181
PR,COVID,HOSPITAL,"90 - 99",M,163
PR,COVID,IGNORADO,"90 - 99",M,1
PR,COVID,OUTRO,"90 - 99",F,3
PR,COVID,OUTRO,"90 - 99",M,1
PR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",F,3
PR,COVID,OUTROS_SERVICOS_SAUDE,"90 - 99",M,4
PR,INDETERMINADA,DOMICILIO,"90 - 99",F,18
PR,INDETERMINADA,DOMICILIO,"90 - 99",M,8
PR,INDETERMINADA,HOSPITAL,"90 - 99",F,1
PR,INDETERMINADA,HOSPITAL,"90 - 99",M,2
PR,INDETERMINADA,OUTRO,"90 - 99",M,1
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"90 - 99",M,3
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"90 - 99",F,56
